Asset,Timeframe,Strategy_ID,Strategy_Name,Strategies,Trades,Win_Rate,ROI,SL,TP
BTCUSDT,15m,154,Breakout_VWAP,"Breakout_20, VWAP, Volume_Spike, MACD_Cross",23,17.39,7.86,0.018,0.1
BNBUSDT,1h,188,BB_Stochastic_VWAP,"BB_Lower, Stochastic, VWAP, EMA_Cross",164,19.51,7.82,0.01,0.07
BNBUSDT,1h,181,EMA_BB_Stochastic,"EMA_Cross, BB_Lower, Stochastic, VWAP",164,19.51,7.82,0.01,0.07
BTCUSDT,1h,146,VWAP_Breakout,"VWAP, Breakout_20, MACD_Cross, ADX_Trend",58,20.69,7.81,0.018,0.1
BNBUSDT,1h,35,RSI_Momentum_Burst,"RSI_Oversold, MACD_Cross, Volume_Spike",139,19.42,7.8,0.012,0.08
SOLUSDT,15m,162,RSI_Stochastic_Pro,"RSI_Oversold, Stochastic, BB_Lower, MACD_Cross",6,33.33,7.79,0.008,0.06
ETHUSDT,4h,3,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",162,23.46,7.78,0.012,0.08
XRPUSDT,15m,3,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",7,28.57,7.76,0.012,0.08
SOLUSDT,15m,62,RSI_Extreme_Reversal,"RSI_Oversold, Stochastic, BB_Lower, VWAP",14,21.43,7.7,0.005,0.05
XRPUSDT,15m,29,Supertrend_Reversal,"Supertrend, RSI_Oversold, Stochastic",13,23.08,7.68,0.008,0.06
XRPUSDT,1h,81,Breakout_Thermo,"Breakout_20, Volume_Spike, ADX_Trend, Trend_MA50",17,23.53,7.66,0.018,0.1
ETHUSDT,15m,195,Supertrend_Volume_ADX,"Supertrend, Volume_Spike, ADX_Trend, EMA_Cross, MACD_Cross",73,19.18,7.62,0.018,0.1
SOLUSDT,4h,82,BB_Squeeze_Pro,"BB_Lower, RSI_Oversold, VWAP",59,27.12,7.59,0.008,0.06
SOLUSDT,4h,92,RSI_Bounce,"RSI_Oversold, BB_Lower, VWAP",59,27.12,7.59,0.008,0.06
SOLUSDT,4h,19,Support_Bounce,"BB_Lower, VWAP, RSI_Oversold",59,27.12,7.59,0.008,0.06
SOLUSDT,4h,11,VWAP_Reversal,"VWAP, RSI_Oversold, BB_Lower",59,27.12,7.59,0.008,0.06
SOLUSDT,4h,142,RSI_VWAP_Trade,"RSI_Oversold, VWAP, BB_Lower",59,27.12,7.59,0.008,0.06
SOLUSDT,4h,64,VWAP_Support_Level,"VWAP, BB_Lower, RSI_Oversold",59,27.12,7.59,0.008,0.06
BNBUSDT,1h,89,MACD_ADX_Combo,"MACD_Cross, ADX_Trend, Supertrend, Trend_MA50",123,20.33,7.52,0.015,0.09
BNBUSDT,1h,163,MACD_Supertrend_ADX,"MACD_Cross, Supertrend, ADX_Trend, Trend_MA50",123,20.33,7.52,0.015,0.09
BNBUSDT,1h,153,MACD_Trend_Follow,"MACD_Cross, ADX_Trend, Trend_MA50",123,20.33,7.52,0.015,0.09
BNBUSDT,1h,170,Trend_Strength_Entry,"Trend_MA50, EMA_Cross, ADX_Trend, Supertrend",123,20.33,7.52,0.015,0.09
XRPUSDT,1h,165,Supertrend_Multi_Entry,"Supertrend, EMA_Cross, VWAP, ADX_Trend, Volume_Spike",17,23.53,7.51,0.018,0.1
ETHUSDT,1h,120,Multi_Indicator,"EMA_Cross, MACD_Cross, RSI_Oversold, ADX_Trend",177,20.9,7.51,0.015,0.09
ETHUSDT,1h,201,EMA_RSI_MACD_ADX,"EMA_Cross, RSI_Oversold, MACD_Cross, ADX_Trend",177,20.9,7.51,0.015,0.09
XRPUSDT,15m,142,RSI_VWAP_Trade,"RSI_Oversold, VWAP, BB_Lower",13,23.08,7.49,0.008,0.06
XRPUSDT,15m,19,Support_Bounce,"BB_Lower, VWAP, RSI_Oversold",13,23.08,7.49,0.008,0.06
XRPUSDT,15m,11,VWAP_Reversal,"VWAP, RSI_Oversold, BB_Lower",13,23.08,7.49,0.008,0.06
XRPUSDT,15m,92,RSI_Bounce,"RSI_Oversold, BB_Lower, VWAP",13,23.08,7.49,0.008,0.06
XRPUSDT,15m,82,BB_Squeeze_Pro,"BB_Lower, RSI_Oversold, VWAP",13,23.08,7.49,0.008,0.06
XRPUSDT,15m,64,VWAP_Support_Level,"VWAP, BB_Lower, RSI_Oversold",13,23.08,7.49,0.008,0.06
XRPUSDT,1h,195,Supertrend_Volume_ADX,"Supertrend, Volume_Spike, ADX_Trend, EMA_Cross, MACD_Cross",17,23.53,7.49,0.018,0.1
BNBUSDT,15m,166,VWAP_ADX_Strength,"VWAP, ADX_Trend, EMA_Cross, MACD_Cross",64,20.31,7.48,0.015,0.09
SOLUSDT,15m,17,MACD_Divergence,"MACD_Cross, EMA_Cross, BB_Lower",18,22.22,7.47,0.008,0.06
SOLUSDT,15m,28,Breakout_Pullback,"Breakout_20, RSI_Oversold, BB_Lower",7,28.57,7.46,0.01,0.07
XRPUSDT,15m,228,Day_Trade,"MACD_Cross, Volume_Spike, VWAP",16,25,7.46,0.008,0.05
SOLUSDT,1h,196,VWAP_MACD_ADX,"VWAP, MACD_Cross, ADX_Trend, Trend_MA50, EMA_Cross",21,23.81,7.46,0.015,0.09
SOLUSDT,1h,206,VWAP_Trend_Entry,"VWAP, Trend_MA50, EMA_Cross, ADX_Trend, MACD_Cross",21,23.81,7.46,0.015,0.09
BNBUSDT,4h,79,RSI_Recovery,"RSI_Oversold, Stochastic, Trend_MA50",149,23.49,7.31,0.008,0.06
XRPUSDT,15m,230,Scalp_Trade,"RSI_Oversold, BB_Lower, VWAP, Stochastic",20,30,7.3,0.004,0.025
ETHUSDT,15m,101,EMA_Cloud_Strategy,"EMA_Cross, Trend_MA50, VWAP",113,16.81,7.25,0.012,0.08
ETHUSDT,15m,131,EMA_Cluster,"EMA_Cross, Trend_MA50, VWAP",113,16.81,7.25,0.012,0.08
SOLUSDT,15m,56,Triple_EMA_Cross,"EMA_Cross, MACD_Cross, Trend_MA50",13,23.08,7.17,0.01,0.07
SOLUSDT,15m,63,MACD_Signal_Line,"MACD_Cross, EMA_Cross, Trend_MA50",13,23.08,7.17,0.01,0.07
XRPUSDT,1h,127,ADX_BB_Combo,"ADX_Trend, BB_Lower, RSI_Oversold",44,20.45,7.11,0.01,0.07
XRPUSDT,1h,39,ADX_Volatility_Trade,"ADX_Trend, BB_Lower, RSI_Oversold",44,20.45,7.11,0.01,0.07
BNBUSDT,1h,158,BB_MACD_Trade,"BB_Lower, MACD_Cross, Stochastic",167,19.76,7.1,0.01,0.07
BNBUSDT,1h,21,Bollinger_Squeeze_Entry,"BB_Lower, MACD_Cross, Stochastic",167,19.76,7.1,0.01,0.07
SOLUSDT,15m,73,Multi_Signal_Entry,"EMA_Cross, RSI_Oversold, MACD_Cross, Supertrend",8,25,7.07,0.012,0.08
SOLUSDT,15m,151,EMA_Pro_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend",8,25,7.07,0.012,0.08
XRPUSDT,15m,17,MACD_Divergence,"MACD_Cross, EMA_Cross, BB_Lower",13,23.08,7.07,0.008,0.06
BNBUSDT,15m,184,Breakout_ADX_Pro,"Breakout_20, ADX_Trend, Volume_Spike, EMA_Cross, MACD_Cross",33,21.21,7.06,0.02,0.12
BNBUSDT,15m,75,High_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike, ADX_Trend, Breakout_20",33,21.21,7.06,0.02,0.12
XRPUSDT,15m,128,BB_VWAP_Strategy,"BB_Lower, VWAP, EMA_Cross",14,21.43,7.02,0.01,0.07
XRPUSDT,15m,136,VWAP_Stochastic,"VWAP, Stochastic, EMA_Cross",14,21.43,7.02,0.01,0.07
XRPUSDT,15m,138,BB_EMA_Pro,"BB_Lower, EMA_Cross, VWAP",14,21.43,7.02,0.01,0.07
ETHUSDT,1h,30,Conservative_Growth,"EMA_Cross, ADX_Trend, Trend_MA50, VWAP",252,19.84,7,0.01,0.07
XRPUSDT,1h,169,Volume_EMA_ADX,"Volume_Spike, EMA_Cross, ADX_Trend, Trend_MA50",26,23.08,7,0.015,0.09
SOLUSDT,1h,218,BB_Stochastic_ADX_Trend,"BB_Lower, Stochastic, ADX_Trend, Trend_MA50, EMA_Cross",21,23.81,7,0.015,0.09
XRPUSDT,1h,116,ADX_Volume_Trade,"ADX_Trend, Volume_Spike, MACD_Cross",30,23.33,6.99,0.015,0.09
XRPUSDT,1h,83,ADX_Strength_Pro,"ADX_Trend, EMA_Cross, Volume_Spike",30,23.33,6.99,0.015,0.09
XRPUSDT,1h,57,Volume_Spike_Trend,"Volume_Spike, EMA_Cross, ADX_Trend",30,23.33,6.99,0.015,0.09
XRPUSDT,1h,109,Volume_EMA_Trade,"Volume_Spike, EMA_Cross, ADX_Trend",30,23.33,6.99,0.015,0.09
XRPUSDT,1h,133,MACD_Volume,"MACD_Cross, Volume_Spike, ADX_Trend",30,23.33,6.99,0.015,0.09
XRPUSDT,1h,141,EMA_ADX_Pro,"EMA_Cross, ADX_Trend, Volume_Spike",30,23.33,6.99,0.015,0.09
SOLUSDT,15m,64,VWAP_Support_Level,"VWAP, BB_Lower, RSI_Oversold",19,21.05,6.98,0.008,0.06
SOLUSDT,15m,19,Support_Bounce,"BB_Lower, VWAP, RSI_Oversold",19,21.05,6.98,0.008,0.06
SOLUSDT,15m,11,VWAP_Reversal,"VWAP, RSI_Oversold, BB_Lower",19,21.05,6.98,0.008,0.06
SOLUSDT,15m,92,RSI_Bounce,"RSI_Oversold, BB_Lower, VWAP",19,21.05,6.98,0.008,0.06
SOLUSDT,15m,142,RSI_VWAP_Trade,"RSI_Oversold, VWAP, BB_Lower",19,21.05,6.98,0.008,0.06
SOLUSDT,15m,82,BB_Squeeze_Pro,"BB_Lower, RSI_Oversold, VWAP",19,21.05,6.98,0.008,0.06
BNBUSDT,1h,179,Stochastic_Pro_Trade,"Stochastic, EMA_Cross, MACD_Cross, Supertrend, ADX_Trend",113,20.35,6.95,0.015,0.09
SOLUSDT,15m,86,EMA_Convergence_Pro,"EMA_Cross, Trend_MA50, VWAP, MACD_Cross",8,25,6.88,0.012,0.08
BNBUSDT,1h,199,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",89,19.1,6.88,0.015,0.09
SOLUSDT,15m,198,BB_VWAP_ADX,"BB_Lower, VWAP, ADX_Trend, EMA_Cross",8,25,6.86,0.015,0.09
BNBUSDT,4h,174,Breakout_Multi_Signal,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross, Supertrend",32,21.88,6.86,0.02,0.12
XRPUSDT,15m,172,RSI_BB_VWAP,"RSI_Oversold, BB_Lower, VWAP, Supertrend",14,21.43,6.83,0.01,0.07
SOLUSDT,15m,218,BB_Stochastic_ADX_Trend,"BB_Lower, Stochastic, ADX_Trend, Trend_MA50, EMA_Cross",8,25,6.83,0.015,0.09
BTCUSDT,4h,62,RSI_Extreme_Reversal,"RSI_Oversold, Stochastic, BB_Lower, VWAP",71,22.54,6.73,0.005,0.05
XRPUSDT,15m,51,Trend_Pullback_Entry,"EMA_Cross, BB_Lower, Trend_MA50",13,23.08,6.69,0.008,0.06
SOLUSDT,15m,216,VWAP_BB_Stochastic_EMA,"VWAP, BB_Lower, Stochastic, EMA_Cross, ADX_Trend",8,25,6.66,0.015,0.09
SOLUSDT,15m,224,Low_Risk_Trade,"RSI_Oversold, BB_Lower, VWAP",28,21.43,6.61,0.005,0.04
BNBUSDT,1h,140,Trend_BB_Trade,"Trend_MA50, BB_Lower, ADX_Trend",123,20.33,6.56,0.015,0.09
BTCUSDT,15m,62,RSI_Extreme_Reversal,"RSI_Oversold, Stochastic, BB_Lower, VWAP",125,13.6,6.56,0.005,0.05
BNBUSDT,15m,217,ADX_EMA_VWAP_MACD,"ADX_Trend, EMA_Cross, VWAP, MACD_Cross, Supertrend",55,21.82,6.55,0.018,0.1
SOLUSDT,15m,222,Moderate_Strategy,"EMA_Cross, MACD_Cross, Supertrend, ADX_Trend",12,25,6.55,0.012,0.07
BNBUSDT,15m,106,VWAP_Break_Pro,"VWAP, Breakout_20, MACD_Cross",65,20,6.48,0.015,0.09
BNBUSDT,1h,130,Trend_Stochastic,"Trend_MA50, Stochastic, EMA_Cross",153,19.61,6.44,0.012,0.08
SOLUSDT,15m,16,RSI_Extreme_Play,"RSI_Oversold, Stochastic, Trend_MA50",24,16.67,6.33,0.005,0.05
SOLUSDT,1h,217,ADX_EMA_VWAP_MACD,"ADX_Trend, EMA_Cross, VWAP, MACD_Cross, Supertrend",19,21.05,6.32,0.018,0.1
ETHUSDT,15m,122,RSI_Trend_Trade,"RSI_Oversold, Trend_MA50, ADX_Trend",123,15.45,6.3,0.012,0.08
SOLUSDT,15m,58,RSI_Bullish_Divergence,"RSI_Oversold, MACD_Cross, BB_Lower",13,23.08,6.3,0.008,0.06
SOLUSDT,15m,132,RSI_BB_Combo,"RSI_Oversold, BB_Lower, MACD_Cross",13,23.08,6.3,0.008,0.06
SOLUSDT,15m,102,RSI_Divergence_Pro,"RSI_Oversold, MACD_Cross, BB_Lower",13,23.08,6.3,0.008,0.06
BNBUSDT,1h,90,Max_Agreement,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP",60,20,6.28,0.025,0.15
BTCUSDT,4h,81,Breakout_Thermo,"Breakout_20, Volume_Spike, ADX_Trend, Trend_MA50",42,23.81,6.27,0.018,0.1
ETHUSDT,15m,107,ADX_Momentum,"ADX_Trend, EMA_Cross, RSI_Oversold",123,15.45,6.21,0.012,0.08
ETHUSDT,15m,22,VWAP_Trend_Follow,"VWAP, EMA_Cross, ADX_Trend",121,15.7,6.16,0.012,0.08
ETHUSDT,15m,46,EMA_Rainbow_Stack,"EMA_Cross, Trend_MA50, ADX_Trend, VWAP",115,16.52,6.15,0.012,0.08
XRPUSDT,15m,24,Volume_Surge_Entry,"Volume_Spike, EMA_Cross, RSI_Oversold",15,20,6.13,0.008,0.06
BNBUSDT,15m,6,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",50,22,6.1,0.018,0.1
ETHUSDT,15m,67,ADX_Trend_Strength,"ADX_Trend, EMA_Cross, MACD_Cross",122,15.57,6.02,0.012,0.08
BNBUSDT,4h,69,Stochastic_KD_Cross,"Stochastic, EMA_Cross, RSI_Oversold",157,22.29,5.97,0.008,0.06
XRPUSDT,15m,42,Dual_Stochastic,"Stochastic, RSI_Oversold, MACD_Cross",13,23.08,5.96,0.008,0.06
BNBUSDT,15m,197,ADX_BB_MACD,"ADX_Trend, BB_Lower, MACD_Cross, Stochastic",85,18.82,5.93,0.012,0.08
XRPUSDT,1h,16,RSI_Extreme_Play,"RSI_Oversold, Stochastic, Trend_MA50",78,19.23,5.91,0.005,0.05
XRPUSDT,15m,181,EMA_BB_Stochastic,"EMA_Cross, BB_Lower, Stochastic, VWAP",15,20,5.91,0.01,0.07
XRPUSDT,15m,188,BB_Stochastic_VWAP,"BB_Lower, Stochastic, VWAP, EMA_Cross",15,20,5.91,0.01,0.07
BNBUSDT,15m,20,Trend_Acceleration,"EMA_Cross, ADX_Trend, Volume_Spike, Trend_MA50",51,21.57,5.89,0.018,0.1
BTCUSDT,4h,48,Breakout_Retest,"Breakout_20, RSI_Oversold, BB_Lower",76,21.05,5.89,0.008,0.06
ETHUSDT,1h,106,VWAP_Break_Pro,"VWAP, Breakout_20, MACD_Cross",166,20.48,5.87,0.015,0.09
BNBUSDT,1h,38,Breakout_Momentum,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",68,19.12,5.85,0.02,0.12
ETHUSDT,4h,226,Quick_Profit,"RSI_Oversold, Stochastic, BB_Lower",134,29.85,5.84,0.005,0.035
BNBUSDT,1h,191,EMA_BB_ADX,"EMA_Cross, BB_Lower, ADX_Trend, Supertrend",124,20.16,5.83,0.015,0.09
BNBUSDT,4h,72,Breakout_Volume_Confirm,"Breakout_20, Volume_Spike, ADX_Trend",74,24.32,5.8,0.018,0.1
BNBUSDT,4h,100,Volume_Confirm,"Volume_Spike, Breakout_20, Supertrend, ADX_Trend",74,24.32,5.8,0.018,0.1
BNBUSDT,4h,104,Breakout_Success,"Breakout_20, Volume_Spike, ADX_Trend",74,24.32,5.8,0.018,0.1
BNBUSDT,4h,53,ADX_Breakout_Pro,"ADX_Trend, Breakout_20, Volume_Spike",74,24.32,5.8,0.018,0.1
BNBUSDT,4h,13,Volume_Profile_Breakout,"Volume_Spike, Breakout_20, ADX_Trend",74,24.32,5.8,0.018,0.1
BNBUSDT,1h,212,RSI_Stochastic_VWAP_ADX,"RSI_Oversold, Stochastic, VWAP, ADX_Trend, MACD_Cross",78,20.51,5.77,0.015,0.09
BNBUSDT,4h,204,Breakout_Stochastic_ADX,"Breakout_20, Stochastic, ADX_Trend, Supertrend, EMA_Cross",53,22.64,5.7,0.02,0.12
BNBUSDT,4h,12,EMA_Cloud_Strength,"EMA_Cross, Trend_MA50, ADX_Trend",57,22.81,5.69,0.015,0.09
BNBUSDT,4h,91,Trend_Follower_Pro,"EMA_Cross, Trend_MA50, ADX_Trend",57,22.81,5.69,0.015,0.09
XRPUSDT,15m,224,Low_Risk_Trade,"RSI_Oversold, BB_Lower, VWAP",28,21.43,5.65,0.005,0.04
BNBUSDT,4h,222,Moderate_Strategy,"EMA_Cross, MACD_Cross, Supertrend, ADX_Trend",133,24.81,5.61,0.012,0.07
SOLUSDT,15m,176,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",9,22.22,5.56,0.015,0.09
SOLUSDT,15m,27,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",20,20,5.54,0.008,0.06
SOLUSDT,15m,76,EMA_Divergence,"EMA_Cross, RSI_Oversold, BB_Lower",20,20,5.54,0.008,0.06
BTCUSDT,4h,68,Bollinger_Break_Upper,"BB_Upper, Volume_Spike, Breakout_20",48,22.92,5.52,0.015,0.09
SOLUSDT,1h,208,BB_Stochastic_MACD_ADX,"BB_Lower, Stochastic, MACD_Cross, ADX_Trend, Supertrend",32,21.88,5.52,0.015,0.09
XRPUSDT,15m,31,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",15,20,5.52,0.008,0.06
BNBUSDT,4h,146,VWAP_Breakout,"VWAP, Breakout_20, MACD_Cross, ADX_Trend",65,23.08,5.5,0.018,0.1
XRPUSDT,4h,47,Volume_Weighted_Entry,"Volume_Spike, VWAP, EMA_Cross",67,22.39,5.49,0.01,0.07
XRPUSDT,15m,1,EMA_RSI_Momentum,"EMA_Cross, RSI_Oversold, Trend_MA50",15,20,5.47,0.008,0.06
XRPUSDT,1h,189,Volume_MACD_ADX,"Volume_Spike, MACD_Cross, ADX_Trend, Trend_MA50, Supertrend",18,22.22,5.44,0.018,0.1
ETHUSDT,4h,195,Supertrend_Volume_ADX,"Supertrend, Volume_Spike, ADX_Trend, EMA_Cross, MACD_Cross",106,22.64,5.44,0.018,0.1
ETHUSDT,1h,215,Supertrend_RSI_MACD_ADX,"Supertrend, RSI_Oversold, MACD_Cross, ADX_Trend, EMA_Cross",178,20.79,5.37,0.015,0.09
ETHUSDT,1h,175,Supertrend_Confirm,"Supertrend, EMA_Cross, ADX_Trend, RSI_Oversold, MACD_Cross",178,20.79,5.37,0.015,0.09
SOLUSDT,15m,48,Breakout_Retest,"Breakout_20, RSI_Oversold, BB_Lower",8,25,5.35,0.008,0.06
BTCUSDT,4h,108,BB_Stochastic_Combo,"BB_Lower, Stochastic, VWAP",108,21.3,5.33,0.008,0.06
BTCUSDT,4h,45,Support_Resistance_Bounce,"BB_Lower, VWAP, Stochastic",108,21.3,5.33,0.008,0.06
ETHUSDT,4h,116,ADX_Volume_Trade,"ADX_Trend, Volume_Spike, MACD_Cross",143,24.48,5.31,0.015,0.09
ETHUSDT,4h,133,MACD_Volume,"MACD_Cross, Volume_Spike, ADX_Trend",143,24.48,5.31,0.015,0.09
BNBUSDT,1h,50,BB_Squeeze_Exit,"BB_Lower, Volume_Spike, Supertrend",125,20,5.3,0.015,0.09
BNBUSDT,1h,66,Volume_Surge_Breakout,"Volume_Spike, Breakout_20, Supertrend",125,20,5.3,0.015,0.09
ETHUSDT,4h,181,EMA_BB_Stochastic,"EMA_Cross, BB_Lower, Stochastic, VWAP",140,23.57,5.3,0.01,0.07
ETHUSDT,4h,188,BB_Stochastic_VWAP,"BB_Lower, Stochastic, VWAP, EMA_Cross",140,23.57,5.3,0.01,0.07
BNBUSDT,1h,18,Channel_Breakout,"Breakout_20, Volume_Spike, Supertrend",125,20,5.3,0.015,0.09
BNBUSDT,15m,121,EMA_Breakout_Pro,"EMA_Cross, Breakout_20, Volume_Spike",51,21.57,5.29,0.018,0.1
BNBUSDT,4h,21,Bollinger_Squeeze_Entry,"BB_Lower, MACD_Cross, Stochastic",87,22.99,5.29,0.01,0.07
BNBUSDT,15m,113,Breakout_Volume_Pro,"Breakout_20, Volume_Spike, EMA_Cross",51,21.57,5.29,0.018,0.1
XRPUSDT,1h,93,MACD_Cross_Pro,"MACD_Cross, EMA_Cross, Volume_Spike",43,20.93,5.29,0.01,0.07
BNBUSDT,4h,158,BB_MACD_Trade,"BB_Lower, MACD_Cross, Stochastic",87,22.99,5.29,0.01,0.07
BNBUSDT,4h,118,Trend_Volume,"Trend_MA50, Volume_Spike, EMA_Cross",72,22.22,5.28,0.015,0.09
BNBUSDT,1h,166,VWAP_ADX_Strength,"VWAP, ADX_Trend, EMA_Cross, MACD_Cross",112,19.64,5.28,0.015,0.09
BNBUSDT,4h,149,Volume_Trend_Pro,"Volume_Spike, Trend_MA50, EMA_Cross",72,22.22,5.28,0.015,0.09
BNBUSDT,15m,70,EMA_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike",75,18.67,5.26,0.012,0.08
BNBUSDT,15m,8,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",75,18.67,5.26,0.012,0.08
SOLUSDT,4h,172,RSI_BB_VWAP,"RSI_Oversold, BB_Lower, VWAP, Supertrend",57,26.32,5.25,0.01,0.07
ETHUSDT,15m,85,Stochastic_Trend,"Stochastic, Trend_MA50, ADX_Trend",123,15.45,5.22,0.012,0.08
ETHUSDT,15m,147,ADX_Stochastic_Trade,"ADX_Trend, Stochastic, Trend_MA50",123,15.45,5.22,0.012,0.08
BNBUSDT,4h,39,ADX_Volatility_Trade,"ADX_Trend, BB_Lower, RSI_Oversold",130,23.85,5.2,0.01,0.07
BNBUSDT,4h,127,ADX_BB_Combo,"ADX_Trend, BB_Lower, RSI_Oversold",130,23.85,5.2,0.01,0.07
SOLUSDT,15m,230,Scalp_Trade,"RSI_Oversold, BB_Lower, VWAP, Stochastic",22,27.27,5.12,0.004,0.025
XRPUSDT,15m,117,BB_Stochastic_Pro,"BB_Lower, Stochastic, MACD_Cross",14,21.43,5.12,0.008,0.06
BNBUSDT,15m,45,Support_Resistance_Bounce,"BB_Lower, VWAP, Stochastic",144,18.06,5.09,0.008,0.06
BNBUSDT,15m,108,BB_Stochastic_Combo,"BB_Lower, Stochastic, VWAP",144,18.06,5.09,0.008,0.06
XRPUSDT,4h,68,Bollinger_Break_Upper,"BB_Upper, Volume_Spike, Breakout_20",38,23.68,5.01,0.015,0.09
ETHUSDT,15m,91,Trend_Follower_Pro,"EMA_Cross, Trend_MA50, ADX_Trend",83,18.07,4.98,0.015,0.09
ETHUSDT,15m,12,EMA_Cloud_Strength,"EMA_Cross, Trend_MA50, ADX_Trend",83,18.07,4.98,0.015,0.09
BNBUSDT,1h,119,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",99,21.21,4.97,0.018,0.1
BNBUSDT,1h,110,Trend_Break_Pro,"Trend_MA50, Breakout_20, Supertrend",99,21.21,4.97,0.018,0.1
SOLUSDT,15m,1,EMA_RSI_Momentum,"EMA_Cross, RSI_Oversold, Trend_MA50",20,20,4.96,0.008,0.06
SOLUSDT,1h,194,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",13,23.08,4.95,0.02,0.12
SOLUSDT,1h,38,Breakout_Momentum,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",17,23.53,4.89,0.02,0.12
BNBUSDT,4h,8,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",90,21.11,4.88,0.012,0.08
BNBUSDT,4h,70,EMA_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike",90,21.11,4.88,0.012,0.08
BNBUSDT,4h,169,Volume_EMA_ADX,"Volume_Spike, EMA_Cross, ADX_Trend, Trend_MA50",72,22.22,4.86,0.015,0.09
BNBUSDT,15m,90,Max_Agreement,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP",37,21.62,4.82,0.025,0.15
XRPUSDT,1h,38,Breakout_Momentum,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",18,22.22,4.81,0.02,0.12
BNBUSDT,15m,164,Breakout_Confirmation,"Breakout_20, Volume_Spike, EMA_Cross, Supertrend",41,21.95,4.79,0.02,0.12
XRPUSDT,1h,183,MACD_VWAP_Supertrend,"MACD_Cross, VWAP, Supertrend, Volume_Spike",31,22.58,4.79,0.015,0.09
ETHUSDT,1h,166,VWAP_ADX_Strength,"VWAP, ADX_Trend, EMA_Cross, MACD_Cross",188,20.21,4.74,0.015,0.09
BTCUSDT,4h,177,ADX_Stochastic_BB,"ADX_Trend, Stochastic, BB_Lower, RSI_Oversold",74,21.62,4.73,0.01,0.07
BNBUSDT,15m,167,ADX_Volume_Break,"ADX_Trend, Volume_Spike, Breakout_20, EMA_Cross",42,21.43,4.71,0.02,0.12
BNBUSDT,15m,211,EMA_Breakout_ADX,"EMA_Cross, Breakout_20, ADX_Trend, Supertrend, Volume_Spike",42,21.43,4.71,0.02,0.12
XRPUSDT,1h,228,Day_Trade,"MACD_Cross, Volume_Spike, VWAP",60,21.67,4.71,0.008,0.05
XRPUSDT,1h,157,ADX_BB_Entry,"ADX_Trend, BB_Lower, EMA_Cross",38,21.05,4.68,0.012,0.08
XRPUSDT,1h,64,VWAP_Support_Level,"VWAP, BB_Lower, RSI_Oversold",58,18.97,4.67,0.008,0.06
XRPUSDT,1h,92,RSI_Bounce,"RSI_Oversold, BB_Lower, VWAP",58,18.97,4.67,0.008,0.06
XRPUSDT,1h,19,Support_Bounce,"BB_Lower, VWAP, RSI_Oversold",58,18.97,4.67,0.008,0.06
XRPUSDT,1h,11,VWAP_Reversal,"VWAP, RSI_Oversold, BB_Lower",58,18.97,4.67,0.008,0.06
XRPUSDT,1h,82,BB_Squeeze_Pro,"BB_Lower, RSI_Oversold, VWAP",58,18.97,4.67,0.008,0.06
XRPUSDT,1h,142,RSI_VWAP_Trade,"RSI_Oversold, VWAP, BB_Lower",58,18.97,4.67,0.008,0.06
ETHUSDT,4h,1,EMA_RSI_Momentum,"EMA_Cross, RSI_Oversold, Trend_MA50",205,21.95,4.58,0.008,0.06
ETHUSDT,15m,198,BB_VWAP_ADX,"BB_Lower, VWAP, ADX_Trend, EMA_Cross",109,17.43,4.56,0.015,0.09
SOLUSDT,15m,31,Triple_Confirmation,"EMA_Cross, MACD_Cross, RSI_Oversold",20,20,4.55,0.008,0.06
SOLUSDT,1h,198,BB_VWAP_ADX,"BB_Lower, VWAP, ADX_Trend, EMA_Cross",30,20,4.53,0.015,0.09
SOLUSDT,1h,106,VWAP_Break_Pro,"VWAP, Breakout_20, MACD_Cross",33,21.21,4.5,0.015,0.09
BNBUSDT,15m,101,EMA_Cloud_Strategy,"EMA_Cross, Trend_MA50, VWAP",67,19.4,4.49,0.012,0.08
